iter	RMSE
209	0.4161214886
210	0.416044995
211	0.4159191061
212	0.4158069639
213	0.4156968807
214	0.4155778164
215	0.4155033674
216	0.4153974932
217	0.4152568051
218	0.41516212
219	0.4150656365
220	0.4149533796
221	0.4148825094
222	0.4147995798
223	0.4147154032
224	0.4146447986
225	0.4145889058
226	0.4145187436
227	0.4144439565
228	0.4143369563
229	0.4142274841
230	0.414192608
231	0.4141068531
232	0.4140517734
233	0.4139478259
234	0.4138560829
235	0.4137521907
236	0.4136320664
237	0.4136107924
238	0.4135198092
239	0.413457613
240	0.4133541874
241	0.413292072
242	0.4132222503
243	0.413158126
244	0.4130799003
245	0.413008812
246	0.4129272241
247	0.4128454361
248	0.4127821869
249	0.4127203642
250	0.4126351364
251	0.412564833
252	0.4125166879
253	0.4124260595
254	0.4123120607
255	0.4122698097
256	0.412193
257	0.4120791746
258	0.4120439233
259	0.4119593687
260	0.4118573778
261	0.4117748404
262	0.4116938457
263	0.411622085
264	0.4115355044
265	0.4114451251
266	0.4113968237
267	0.4113362155
268	0.411238383
269	0.4111245695
270	0.4110331285
271	0.4109851926
272	0.4108828429
273	0.4107665865
274	0.4107045857
275	0.4106046959
276	0.4105511905
277	0.4104596635
278	0.4103986995
279	0.4102925498
280	0.4102141795
281	0.410144018
282	0.4100853101
283	0.4099864586
284	0.4099290092
285	0.4098592837
286	0.4097792076
287	0.4096946486
288	0.4096317249
289	0.4095508796
290	0.409479414
291	0.4093911044
292	0.4093188061
293	0.4092619636
294	0.4092419807
295	0.4091818702
296	0.409134108
297	0.4090605299
298	0.4090177114
299	0.4089618212
300	0.4088995334
301	0.4088434828
302	0.4087901778
303	0.408789973
304	0.4087136139
305	0.4087135835
306	0.4086545899
307	0.4085804458
308	0.4085445326
309	0.4084685284
310	0.4083894357
311	0.4083318227
312	0.4083317847
313	0.4082684652
314	0.4081892694
315	0.4081322295
316	0.4081321989
317	0.4080837974
318	0.408008378
319	0.4079283143
320	0.4078842631
321	0.407848242
322	0.4077634081
323	0.4077563516
324	0.4077102903
325	0.4076534504
326	0.4076167275
327	0.4075517436
328	0.4075516226
329	0.4074914522
330	0.4074438622
331	0.4074433444
332	0.4073907653
333	0.4073383335
334	0.4072313544
335	0.4071882566
336	0.4070928089
337	0.4070218677
338	0.4069750157
339	0.4069059344
340	0.4068606825
341	0.4068218553
342	0.4067862399
343	0.4067398779
344	0.4066517801
345	0.4065835554
346	0.4065397448
347	0.4064536692
348	0.4063813979
349	0.4063172816
350	0.4062603764
351	0.4062329752
352	0.4061803548
353	0.4061529856
354	0.4060659552
355	0.4060260484
356	0.4059715307
357	0.4059032139
358	0.4058494923
359	0.4057857844
360	0.4057447501
361	0.40567998
362	0.4056404903
363	0.4055915919
364	0.4055595083
365	0.4054936671
366	0.4054358245
367	0.4054357292
368	0.4053832633
369	0.405294848
370	0.405255081
371	0.4052550596
372	0.4052095525
373	0.4051423644
374	0.4050892139
375	0.4050285374
376	0.4049853064
377	0.4049524052
378	0.4049263871
379	0.4048592663
380	0.4048174568
381	0.4047519727
382	0.4046978067
383	0.4046135286
384	0.4045278849
385	0.4045278661
386	0.4045273569
387	0.4045273406
388	0.4044600279
389	0.4044599578
390	0.404398466
391	0.4043288336
392	0.4043288139
393	0.4043287116
394	0.4043285146
395	0.4042643273
396	0.4042489563
397	0.4041741392
398	0.4041740289
399	0.4041347415
400	0.4040794415
401	0.4040423697
402	0.4039923372
403	0.4039405884
404	0.4038591249
405	0.4037828737
406	0.4037484122
407	0.4037483978
408	0.4037380535
409	0.4036907118
410	0.4036169153
411	0.4035945297
412	0.4035338968
413	0.4034712094
414	0.4034132002
415	0.4034130978
416	0.4033650584
417	0.4033258462
418	0.4032934382
419	0.4032124817
420	0.4031644303
421	0.4031644112
422	0.4031643931
423	0.4031643096
424	0.4030993478
425	0.4030506006
426	0.4030504212
427	0.4030159237
428	0.4029988895
429	0.4029984837
430	0.4029433021
431	0.4029432141
432	0.4029269586
433	0.4028836442
434	0.4028082906
435	0.4028081433
436	0.4028074616
437	0.4027463691
438	0.4027452848
439	0.4027171981
440	0.4027027769
441	0.4026606754
442	0.4026587379
443	0.4026393683
444	0.4025515657
445	0.4024682837
446	0.402408892
447	0.4024088777
448	0.4023483044
449	0.4023480309
450	0.4023480158
451	0.4023478908
452	0.4023095936
453	0.4022921099
454	0.4022471953
455	0.4022058706
456	0.4022057382
457	0.4021958642
458	0.4021545434
459	0.4021138859
460	0.402083792
461	0.4020638119
462	0.402019891
463	0.4019705671
464	0.401910135
465	0.401908537
466	0.4018702723
467	0.4018606965
468	0.4018085861
469	0.4018046232
470	0.4018032343
471	0.4018028238
472	0.4017680921
473	0.4017068665
474	0.4016532074
475	0.4015754981
476	0.4015699562
477	0.4015430313
478	0.4014918605
479	0.4014914319
480	0.40143778
481	0.4014023769
482	0.4014023642
483	0.4013559758
484	0.4013556096
485	0.4012856481
486	0.4012350485
487	0.4012061256
488	0.4012032327
489	0.4011737804
490	0.4011653438
491	0.4011214427
492	0.4010988386
493	0.4010656942
494	0.4010238081
495	0.4009825188
496	0.4009822174
497	0.4009500978
498	0.4009493696
499	0.400894884
500	0.4008730196
501	0.4008624183
502	0.4008123198
503	0.4007881628
504	0.4007873918
505	0.400779647
506	0.4007795048
507	0.4007777914
508	0.4007488017
509	0.4007217868
510	0.4007213427
511	0.4006720598
512	0.4006424724
513	0.4005877928
514	0.400586048
515	0.4005340546
516	0.4005337359
517	0.4004376104
518	0.4004202075
519	0.4003459359
520	0.4002877979
521	0.4002877056
522	0.4002340876
523	0.4001940697
524	0.4001940004
525	0.400192513
526	0.4001913798
527	0.4001901523
528	0.4001445594
529	0.4001177904
530	0.400058417
531	0.4000110852
532	0.399941883
533	0.3999327397
534	0.3999316057
535	0.3998929416
536	0.3998918453
537	0.3998909059
538	0.3998263095
539	0.3998257894
540	0.3998236699
541	0.3997699108
542	0.39971731
543	0.3996585375
544	0.3996430523
545	0.3995872032
546	0.3995865516
547	0.3995282752
548	0.3995270093
549	0.3995256209
550	0.3994937739
551	0.3994405083
552	0.3993953196
553	0.3993407048
554	0.3992918451
555	0.399290093
556	0.3992225964
557	0.3992212151
558	0.3992207517
559	0.3991762027
560	0.3991559171
561	0.3991489325
562	0.3991481903
563	0.3991158788
564	0.3990866236
565	0.39902768
566	0.3989488165
567	0.3989471631
568	0.3988743796
569	0.3988211125
570	0.3988199095
571	0.3987762203
572	0.398727351
573	0.3986931596
574	0.3986625663
575	0.3986300426
576	0.3986154179
577	0.3985642557
578	0.3985210265
579	0.3984669709
580	0.3984641619
581	0.3983898048
582	0.3983627328
583	0.3983404591
584	0.3982959071
585	0.3982718309
586	0.3982356613
587	0.3981974329
588	0.3981645511
589	0.3981143175
590	0.3980799748
591	0.3980772522
592	0.3980558113
593	0.3980151458
594	0.3979714602
595	0.3979323474
596	0.3979131852
597	0.3978724504
598	0.3978335564
599	0.3977743317
600	0.3977727113
601	0.3976957025
602	0.3976784394
603	0.3976402868
604	0.3976022224
605	0.3975982995
606	0.3975691386
607	0.3975175523
608	0.3975159286
609	0.3975141013
610	0.3975122095
611	0.3974808764
612	0.3974544255
613	0.3974019363
614	0.3973437932
615	0.3973413072
616	0.397294686
617	0.3972815354
618	0.3972796507
619	0.397228423
620	0.3972271591
621	0.3972251694
622	0.3971604194
623	0.3971373278
624	0.397133892
625	0.3970891111
626	0.3970362879
627	0.3969984121
628	0.3969411286
629	0.3969017406
630	0.3968367537
631	0.3968001958
632	0.39678799
633	0.3967815841
634	0.3967567346
635	0.3967555773
636	0.3966919775
637	0.3966897487
638	0.396645814
639	0.3965829883
640	0.396582975
641	0.3965463413
642	0.3965453354
643	0.396516002
644	0.3964595207
645	0.3963823203
646	0.396342267
647	0.3963106286
648	0.3962637033
649	0.3962236462
650	0.3962077298
651	0.3961896868
652	0.3961490117
653	0.3961329954
654	0.3960901565
655	0.3960567452
656	0.3960545354
657	0.3960543028
658	0.3960135394
659	0.3959645766
660	0.3959317846
661	0.3959310935
662	0.3958625912
663	0.3958364742
664	0.3957993049
665	0.3957652399
666	0.395734412
667	0.3957322842
668	0.3957303655
669	0.3956918967
670	0.395668562
671	0.3956330013
672	0.3955996317
673	0.3955996071
674	0.3955991103
675	0.3955939125
676	0.3955745085
677	0.3955402639
678	0.39546745
679	0.3954327145
680	0.3954046017
681	0.3953667774
682	0.3953194497
683	0.3952778108
684	0.3952425342
685	0.3952168455
686	0.3951826191
687	0.3951592964
688	0.395122959
689	0.3951220128
690	0.3950565745
691	0.395035558
692	0.3950340349
693	0.3950325164
694	0.3949682667
695	0.3949112154
696	0.3948901397
697	0.3948670555
698	0.3948642271
699	0.3948243122
700	0.3947930262
701	0.3947671329
702	0.3947100791
703	0.394674613
704	0.3946165151
705	0.3945891672
706	0.3945550466
707	0.3945225274
708	0.3944995409
709	0.3944983203
710	0.39444273
711	0.3944063535
712	0.3943676652
713	0.3943422623
714	0.3942994611
715	0.3942978025
716	0.3942474183
717	0.3942461168
718	0.3942199106
719	0.3942024054
720	0.394151245
721	0.3941176747
722	0.3940643487
723	0.3940409957
724	0.3939980885
725	0.3939461034
726	0.3939229694
727	0.393887098
728	0.3938362145
729	0.3938327103
730	0.3938030076
731	0.3937589707
732	0.3937221755
733	0.3936939518
734	0.3936709947
735	0.3936087662
736	0.3935687799
737	0.3935440197
738	0.3935170654
739	0.3935015963
740	0.3934694276
741	0.3934031562
742	0.3933867509
743	0.393348669
744	0.3933222776
745	0.3932940099
746	0.3932926624
747	0.393238961
748	0.3931950397
749	0.3931728038
750	0.3931533042
751	0.3931485144
752	0.3931031547
753	0.3930351125
754	0.3929713252
755	0.3929691477
756	0.3929152515
757	0.3928841193
758	0.3928352874
759	0.3928017073
760	0.392799975
761	0.3927831226
762	0.3927459432
763	0.392723382
764	0.3927026476
765	0.3927012593
766	0.3926991707
767	0.3926983423
768	0.3926285634
769	0.3925944628
770	0.392557816
771	0.3925564467
772	0.3925563972
773	0.3925159929
774	0.3924784384
775	0.39244415
776	0.3924413263
777	0.3924042598
778	0.3924024158
779	0.392373754
780	0.3923419153
781	0.3923402967
782	0.3923145187
783	0.3922806116
784	0.3922346294
785	0.3921993164
786	0.3921485496
787	0.3921191783
788	0.3920766999
789	0.3920523324
790	0.3920148693
791	0.3919329128
792	0.3919048605
793	0.3918706987
794	0.391867967
795	0.3918179408
796	0.3917874569
797	0.39176249
798	0.3917204233
799	0.391672277
800	0.3916438833
801	0.3916067393
802	0.3916055214
803	0.3915746032
804	0.391574333
805	0.3915304119
806	0.3915293543
807	0.3914974208
808	0.3914491131
809	0.391415968
810	0.3913925497
811	0.3913716424
812	0.3913228436
813	0.3912988982
814	0.391282226
815	0.3912818148
816	0.3912320567
817	0.3912094959
818	0.3911802472
819	0.3911631862
820	0.3911252515
821	0.3911026211
822	0.3910406207
823	0.3910183644
824	0.3909477795
825	0.3909209164
826	0.390893501
827	0.3908778739
828	0.3908170916
829	0.3908153706
830	0.3907689273
831	0.3907457111
832	0.3907224696
833	0.3906936596
834	0.3906727985
835	0.3906420375
836	0.3906004361
837	0.3906000491
838	0.3905571935
839	0.3904977907
840	0.3904447224
841	0.3904430691
842	0.3904247108
843	0.390362593
844	0.3903617834
845	0.3903381533
846	0.3902923006
847	0.3902789362
848	0.3902257495
849	0.3902202115
850	0.3901902143
851	0.3901599294
852	0.3901464901
853	0.3901189719
854	0.3901068437
855	0.3900745193
856	0.3900400949
857	0.3899772142
858	0.3899761895
859	0.3899167532
860	0.3898909333
861	0.3898614383
862	0.389823267
863	0.3897990192
864	0.3897708547
865	0.3897699074
866	0.3897174437
867	0.3897026382
868	0.389662008
869	0.3896151514
870	0.3895768101
871	0.3895477326
872	0.3895242345
873	0.389503753
874	0.3894649033
875	0.3894464644
876	0.3894440552
877	0.3893933851
878	0.3893655691
879	0.3893415521
880	0.3893159173
881	0.3893002095
882	0.3892871544
883	0.3892613885
884	0.3892364976
885	0.3892074416
886	0.3892046486
887	0.3891752539
888	0.3891527225
889	0.3891144816
890	0.3890983265
891	0.3890695905
892	0.3890106822
893	0.3889669365
894	0.3889532693
895	0.3889287787
896	0.3889074593
897	0.3888887061
898	0.3888531405
899	0.3888177572
900	0.3887733563
901	0.3887683877
902	0.38873576
903	0.3886915871
904	0.3886856111
905	0.3886579751
906	0.3886282516
907	0.3886272311
908	0.388588813
909	0.3885731077
910	0.3885479704
911	0.3885190319
912	0.3885137415
913	0.3884656134
914	0.3884211813
915	0.3883912444
916	0.3883686451
917	0.3883444134
918	0.3883428615
919	0.3883115648
920	0.3882909171
921	0.3882597725
922	0.3882422989
923	0.3881893841
924	0.3881645195
925	0.3881363617
926	0.3881198913
927	0.3880937193
928	0.3880615456
929	0.3880143061
930	0.3879938049
931	0.3879577955
932	0.3879353737
933	0.3879353726
934	0.3879044632
935	0.3878747049
936	0.3878383601
937	0.3878069685
938	0.3878022729
939	0.387753011
940	0.3877108501
941	0.3876912292
942	0.3876720418
943	0.387643274
944	0.3876249217
945	0.3875768003
946	0.387538032
947	0.3875094294
948	0.3874532133
949	0.3874496224
950	0.3874072237
951	0.3873879603
952	0.3873612834
953	0.38734623
954	0.3873196294
955	0.3873030873
956	0.3872692098
957	0.3872489413
958	0.3872191144
959	0.3872014548
960	0.387196842
961	0.3871615422
962	0.3871166067
963	0.3870834886
964	0.3870676923
965	0.3870405206
966	0.387004629
967	0.3869671329
968	0.3869667944
969	0.3869105609
970	0.3868843922
971	0.3868749462
972	0.3868588813
973	0.3868064868
974	0.3867806648
975	0.3867581563
976	0.3867581432
977	0.3867389915
978	0.3867266099
979	0.3866514747
980	0.3866502306
981	0.3866420424
982	0.3865977486
983	0.3865721894
984	0.3865409606
985	0.3864861358
986	0.3864428731
987	0.3864053269
988	0.3863819555
989	0.3863687684
990	0.3863171201
991	0.3862802741
992	0.3862547672
993	0.386231771
994	0.3861874477
995	0.3861821113
996	0.386145154
997	0.386127695
998	0.3861254914
999	0.3861007458
1000	0.3860991201
1001	0.3860573375
1002	0.3860568087
1003	0.3860179816
1004	0.385996712
1005	0.3859743651
1006	0.3859384897
1007	0.3859087943
1008	0.3859000892
1009	0.3858775828
1010	0.3858536015
1011	0.3858156099
1012	0.3857555753
1013	0.3857554746
1014	0.3857089676
1015	0.3856894442
1016	0.385650908
1017	0.385638696
1018	0.3856116797
1019	0.3855765678
1020	0.3855498772
1021	0.3855189531
1022	0.3854774053
1023	0.3854519481
1024	0.3854310439
1025	0.3854095242
1026	0.3854063199
1027	0.3853930935
1028	0.385374188
1029	0.3853480379
1030	0.3853010075
1031	0.3852606554
1032	0.3852595418
1033	0.3852026736
1034	0.3851805545
1035	0.3851428004
1036	0.3851290059
1037	0.3851045695
1038	0.3850969955
1039	0.3850770095
1040	0.38504624
1041	0.3850162228
1042	0.384994213
1043	0.3849927594
1044	0.3849813398
1045	0.384980075
1046	0.3849781751
1047	0.384964263
1048	0.3849162452
1049	0.3848798958
1050	0.3848495621
1051	0.3848373268
1052	0.3847927163
1053	0.3847740618
1054	0.384734939
1055	0.3847139559
1056	0.3846720786
1057	0.3846524799
1058	0.3846325291
1059	0.3846316167
1060	0.3845960766
1061	0.3845854264
1062	0.3845675033
1063	0.3845528193
1064	0.3845506769
1065	0.3845008855
1066	0.3844765896
1067	0.3844550189
1068	0.3844374613
1069	0.3844004894
1070	0.3843937794
1071	0.3843908228
1072	0.3843581597
1073	0.3843351525
1074	0.3843320002
1075	0.3843133732
1076	0.3842605269
1077	0.3842115811
1078	0.3841776475
1079	0.3841578178
1080	0.3841316071
1081	0.3841263299
1082	0.3840987458
1083	0.3840896856
1084	0.3840744517
1085	0.3840457509
1086	0.3840196727
1087	0.3840031904
1088	0.3839657915
1089	0.3839521028
1090	0.3839232465
1091	0.3839216239
1092	0.383906088
1093	0.3839031615
1094	0.3838860058
1095	0.3838556059
1096	0.3838185153
1097	0.3837768113
1098	0.3837625619
1099	0.3837487237
1100	0.3837462961
1101	0.383721263
1102	0.3836938086
1103	0.3836603393
1104	0.3836182504
1105	0.3835816939
1106	0.3835590369
1107	0.3835407201
1108	0.3835094518
1109	0.3834604528
1110	0.3833951136
1111	0.3833897856
1112	0.3833617521
1113	0.3833608335
1114	0.3833227316
1115	0.3832696041
1116	0.3832377832
1117	0.3832194665
1118	0.3831952869
1119	0.3831767531
1120	0.383175607
1121	0.3831664054
1122	0.383105662
1123	0.3830867807
1124	0.3830451162
1125	0.3830136076
1126	0.382961517
1127	0.3829404515
1128	0.3829318442
1129	0.3829118273
1130	0.382874626
1131	0.3828577903
1132	0.3828450952
1133	0.382789271
1134	0.3827714224
1135	0.3827455507
1136	0.3827433962
1137	0.3827433955
1138	0.3827121589
1139	0.382709454
1140	0.3826875272
1141	0.3826820394
1142	0.3826776491
1143	0.382637364
1144	0.382633484
1145	0.382632597
1146	0.3826320813
1147	0.382617333
1148	0.3826023062
1149	0.382568802
1150	0.3825679858
1151	0.3825671205
1152	0.3825371352
1153	0.3825346853
1154	0.3824444682
1155	0.3824174714
1156	0.3824164911
1157	0.3824144897
1158	0.3823783714
1159	0.3823774854
1160	0.3823273591
1161	0.3822903898
1162	0.382277844
1163	0.3822379465
1164	0.3822370929
1165	0.3822220963
1166	0.3821811167
1167	0.3821224427
1168	0.3820983085
1169	0.3820428273
1170	0.3820181699
1171	0.3819863393
1172	0.3819235899
1173	0.3819227781
1174	0.3818977094
1175	0.381886446
1176	0.3818857926
1177	0.3818673526
1178	0.3818442885
1179	0.3818220814
1180	0.3818210422
1181	0.3817888731
1182	0.3817878009
1183	0.381786568
1184	0.3817688829
1185	0.3817683995
1186	0.3817666838
1187	0.3817281671
1188	0.3817011403
1189	0.3816463895
1190	0.3816328576
1191	0.3815742219
1192	0.3815734857
1193	0.3815037046
1194	0.381479307
1195	0.3814562621
1196	0.3814299117
1197	0.3814284018
1198	0.3813844116
1199	0.3813706465
1200	0.3813696299
1201	0.3813638248
1202	0.3813253668
1203	0.3813090033
1204	0.3812999533
1205	0.3812686929
1206	0.3812679394
1207	0.3812669993
1208	0.3812669986
1209	0.3812387983
1210	0.3812334528
1211	0.3812334522
1212	0.3812327881
1213	0.3812143887
1214	0.3811868155
1215	0.381163795
1216	0.38113685
1217	0.3811119673
1218	0.3810969568
1219	0.3810513212
1220	0.3810424863
1221	0.3810418461
1222	0.3810143039
1223	0.3809764472
1224	0.3809506758
1225	0.380949769
1226	0.3809186169
1227	0.3808861385
1228	0.3808644759
1229	0.3808262909
1230	0.380813945
1231	0.3808026326
1232	0.3807782654
1233	0.3807332693
1234	0.3807120442
1235	0.3806849623
1236	0.3806732754
1237	0.3806557115
1238	0.3806166953
1239	0.3805690134
1240	0.3805499089
1241	0.3805278465
1242	0.3805079003
1243	0.3804391652
1244	0.3804289274
1245	0.3804161937
1246	0.3804016741
1247	0.3804012523
1248	0.380399666
1249	0.3803973516
1250	0.3803698226
1251	0.3803660004
1252	0.3803380134
1253	0.3803263986
1254	0.3802950272
1255	0.3802942034
1256	0.3802397807
1257	0.3802271331
1258	0.3802074482
1259	0.3802048783
1260	0.3801840275
1261	0.3801833046
1262	0.380182574
1263	0.3801825737
1264	0.3801825733
1265	0.3801772755
1266	0.3801698651
1267	0.3801692768
1268	0.3801507367
1269	0.3801227799
1270	0.3800731769
1271	0.380042443
1272	0.3800204599
1273	0.3800086655
1274	0.3799925206
1275	0.3799575358
1276	0.3799241307
1277	0.3798661612
1278	0.3798645389
1279	0.3798482003
1280	0.3798304452
1281	0.3798082526
1282	0.3797889825
1283	0.379777956
1284	0.37976187
1285	0.3797605045
1286	0.3797172549
1287	0.379672264
1288	0.3796717114
1289	0.3796514153
1290	0.3796507563
1291	0.3796355648
1292	0.3796234042
1293	0.3796012512
1294	0.3795567166
1295	0.379525873
1296	0.37952242
1297	0.3795209589
1298	0.3795006666
1299	0.3794887743
1300	0.3794882141
1301	0.3794880952
1302	0.379487535
1303	0.3794676398
1304	0.3794054344
1305	0.3793972244
1306	0.3793869539
1307	0.3793754075
1308	0.3793621106
1309	0.379361315
1310	0.3793320142
1311	0.3793017319
1312	0.3792851246
1313	0.3792648135
1314	0.3792154608
1315	0.3791916578
1316	0.3791638866
1317	0.3791535418
1318	0.3791409942
1319	0.3791065039
1320	0.3790841139
1321	0.3790803209
1322	0.3790608952
1323	0.3790425518
1324	0.3790105206
1325	0.3790021441
1326	0.3790018655
1327	0.378949738
1328	0.3789305604
1329	0.37891978
1330	0.3789197796
1331	0.3789083244
1332	0.3789077371
1333	0.3789071021
1334	0.3789071017
1335	0.378861808
1336	0.3788610401
1337	0.3788266767
1338	0.3788182946
1339	0.3787914228
1340	0.3787909564
1341	0.3787909559
1342	0.3787892108
1343	0.3787696537
1344	0.3787424874
1345	0.3787341454
1346	0.3786930709
1347	0.3786803644
1348	0.378660188
1349	0.3786596921
1350	0.3786281772
1351	0.3786275261
1352	0.3785845112
1353	0.3785840064
1354	0.3785729788
1355	0.3785608588
1356	0.3785445834
1357	0.3785423108
1358	0.3785287589
1359	0.3784739649
1360	0.378460835
1361	0.378418588
1362	0.3784064248
1363	0.3783867142
1364	0.3783862716
1365	0.3783821176
1366	0.3783631647
1367	0.3783411238
1368	0.3783405923
1369	0.3783398231
1370	0.3783052608
1371	0.3782490651
1372	0.3782483435
1373	0.3782167108
1374	0.3782112235
1375	0.3781909585
1376	0.3781804194
1377	0.378167601
1378	0.3781676006
1379	0.3781380999
1380	0.3781362909
1381	0.3781353359
1382	0.3780888096
1383	0.3780815126
1384	0.3780457113
1385	0.3780452544
1386	0.3780281311
1387	0.3780257453
1388	0.3779980279
1389	0.3779831078
1390	0.3779643992
1391	0.3779228183
1392	0.3779010099
1393	0.3778769336
1394	0.3778627362
1395	0.3777980362
1396	0.3777690494
1397	0.3777477823
1398	0.3776904896
1399	0.3776824224
1400	0.3776767385
1401	0.3776186862
1402	0.3775736656
1403	0.3775428912
1404	0.3774931757
1405	0.3774925287
1406	0.3774691251
1407	0.3774495847
1408	0.3774489472
1409	0.3774400471
1410	0.3774333155
1411	0.3774273574
1412	0.3774095564
1413	0.3773459596
1414	0.3773170531
1415	0.3772975148
1416	0.3772902
1417	0.3772573717
1418	0.3772241974
1419	0.3772096309
1420	0.3772001645
1421	0.3771705937
1422	0.3771325114
1423	0.3771191216
1424	0.3770990335
1425	0.3770496471
1426	0.3770205551
1427	0.3770067021
1428	0.3770062479
1429	0.3769918452
1430	0.3769910135
1431	0.3769797452
1432	0.3769380748
1433	0.376917191
1434	0.3768972677
1435	0.3768812885
1436	0.3768481349
1437	0.3768474031
1438	0.3768233935
1439	0.3768195115
1440	0.3767990757
1441	0.3767805497
1442	0.3767682929
1443	0.3767673851
1444	0.3767560129
1445	0.3767401313
1446	0.3767272431
1447	0.3767073039
1448	0.3766955132
1449	0.3766948714
1450	0.3766881231
1451	0.3766881227
1452	0.3766870024
1453	0.3766611672
1454	0.3766463943
1455	0.3766340149
1456	0.3766043556
1457	0.37659229
1458	0.376572963
1459	0.3765370449
1460	0.3765276185
1461	0.3764690491
1462	0.3764683415
1463	0.3764470681
1464	0.3763842422
1465	0.3763739481
1466	0.3763636051
1467	0.3763460055
1468	0.3763087619
1469	0.3762932205
1470	0.3762688107
1471	0.3762085534
1472	0.3761598007
1473	0.3761442411
1474	0.3760979389
1475	0.3760890331
1476	0.3760652152
1477	0.3760517917
1478	0.3760509497
1479	0.3760231634
1480	0.376022744
1481	0.3759999873
1482	0.3759960258
1483	0.3759814612
1484	0.3759533617
1485	0.375912088
1486	0.3758814914
1487	0.3758703053
1488	0.3758426419
1489	0.3758047943
1490	0.3757847308
1491	0.3757498217
1492	0.3757370527
1493	0.3756984888
1494	0.3756889402
1495	0.3756860012
1496	0.3756627182
1497	0.3756259019
1498	0.3756224126
1499	0.3756136449
1500	0.3756015027
1501	0.3756010476
1502	0.3756006315
1503	0.3755543929
1504	0.3755207202
1505	0.375497094
1506	0.3754661876
1507	0.3754477085
1508	0.3754472997
1509	0.3754317734
1510	0.3753917934
1511	0.3753700709
1512	0.3753683038
1513	0.3753444299
