iter	RMSE
1514	0.3753427597
1515	0.3753423552
1516	0.3752985343
1517	0.3752669887
1518	0.3752669738
1519	0.3752236978
1520	0.375188783
1521	0.3751759381
1522	0.3751666445
1523	0.3751337225
1524	0.3751185938
1525	0.3751181917
1526	0.3751013775
1527	0.3750907532
1528	0.3750680224
1529	0.3750363728
1530	0.3750353417
1531	0.3750060573
1532	0.3749589767
1533	0.3749575691
1534	0.3749258389
1535	0.3749145861
1536	0.3748672629
1537	0.3748658191
1538	0.3748477297
1539	0.3748041582
1540	0.3747873937
1541	0.374781164
1542	0.3747432511
1543	0.3747158252
1544	0.3747042331
1545	0.3746950697
1546	0.374680885
1547	0.3746304086
1548	0.3746250462
1549	0.3745984561
1550	0.3745597377
1551	0.3745388589
1552	0.3745386235
1553	0.3745374669
1554	0.3745374667
1555	0.3744897835
1556	0.3744846438
1557	0.3744758599
1558	0.3744752614
1559	0.3744439679
1560	0.3744102396
1561	0.3743940026
1562	0.3743552546
1563	0.3743230014
1564	0.3743104039
1565	0.3742796483
1566	0.3742636857
1567	0.3742547822
1568	0.374253056
1569	0.3742365914
1570	0.3742162759
1571	0.374189543
1572	0.3741895428
1573	0.3741617961
1574	0.3741490949
1575	0.374112945
1576	0.374102922
1577	0.3740924908
1578	0.3740899174
1579	0.3740446695
1580	0.3739905064
1581	0.3739834334
1582	0.3739541556
1583	0.3739319917
1584	0.3739051116
1585	0.3738749514
1586	0.373839089
1587	0.3738294818
1588	0.3737850288
1589	0.3737558224
1590	0.3737099449
1591	0.3737025239
1592	0.3737021897
1593	0.3736628103
1594	0.3736380646
1595	0.3736304199
1596	0.3735641931
1597	0.3735525708
1598	0.3735409871
1599	0.3735403023
1600	0.3735068782
1601	0.3734428741
1602	0.3734419603
1603	0.3734018255
1604	0.373399137
1605	0.3733980516
1606	0.3733648229
1607	0.3733452371
1608	0.3733448071
1609	0.3733372201
1610	0.3733216105
1611	0.3733097224
1612	0.3732501854
1613	0.3732165712
1614	0.3732149595
1615	0.3731689269
1616	0.3731528951
1617	0.3731376282
1618	0.3731178269
1619	0.3730994013
1620	0.3730927585
1621	0.3730682183
1622	0.3730424839
1623	0.3730202293
1624	0.3730070505
1625	0.3729732108
1626	0.3729668451
1627	0.3729503799
1628	0.3729496558
1629	0.3729304286
1630	0.372921905
1631	0.3729026473
1632	0.3728972413
1633	0.3728547497
1634	0.3728543151
1635	0.3728321307
1636	0.3728056667
1637	0.3727659095
1638	0.3727421662
1639	0.3727058128
1640	0.3727053224
1641	0.3726919097
1642	0.3726836541
1643	0.372634989
1644	0.3725978587
1645	0.3725433383
1646	0.3725016202
1647	0.3724908017
1648	0.3724813093
1649	0.3724696876
1650	0.3724689602
1651	0.372457948
1652	0.3724495453
1653	0.3724491904
1654	0.372448881
1655	0.3724267384
1656	0.3723891976
1657	0.3723789299
1658	0.3723292506
1659	0.3723221814
1660	0.3722997082
1661	0.3722981304
1662	0.372289832
1663	0.3722550365
1664	0.3722341935
1665	0.372205303
1666	0.3721904285
1667	0.3721382356
1668	0.3721274938
1669	0.3721067285
1670	0.3720782323
1671	0.3720390066
1672	0.3720283082
1673	0.3720131379
1674	0.3720082171
1675	0.3719866035
1676	0.3719738149
1677	0.3719730516
1678	0.3719724248
1679	0.3719388536
1680	0.3719307926
1681	0.371903694
1682	0.3718954829
1683	0.3718948867
1684	0.3718867442
1685	0.3718773332
1686	0.3718686212
1687	0.3718602288
1688	0.3718372645
1689	0.3718264048
1690	0.3717921941
1691	0.3717823482
1692	0.3717500736
1693	0.3717148978
1694	0.3716741138
1695	0.3716593929
1696	0.3716141209
1697	0.3715935543
1698	0.3715713279
1699	0.3715541384
1700	0.3715138682
1701	0.3714691388
1702	0.3714613561
1703	0.3714604596
1704	0.3714505433
1705	0.3714083136
1706	0.371366737
1707	0.3713481021
1708	0.3713223741
1709	0.3712927456
1710	0.3712833005
1711	0.3712475525
1712	0.3712200285
1713	0.3711979955
1714	0.3711369977
1715	0.3711284611
1716	0.3710987166
1717	0.3710884595
1718	0.371064747
1719	0.3710203487
1720	0.3710200034
1721	0.3709977268
1722	0.3709862745
1723	0.3709559416
1724	0.3709136772
1725	0.3709012361
1726	0.3708920089
1727	0.3708865544
1728	0.3708414899
1729	0.3708343978
1730	0.3708248145
1731	0.3708223015
1732	0.3708134882
1733	0.3708089756
1734	0.3707842562
1735	0.3707790771
1736	0.3707500654
1737	0.3707272506
1738	0.3707156695
1739	0.3707071766
1740	0.3706974741
1741	0.3706631175
1742	0.3706564005
1743	0.3706185531
1744	0.3706145892
1745	0.3705867394
1746	0.3705588379
1747	0.3705583729
1748	0.3705346368
1749	0.370532234
1750	0.3705065306
1751	0.3704839944
1752	0.3704619342
1753	0.3704488668
1754	0.3704346754
1755	0.3703931276
1756	0.3703924214
1757	0.3703623601
1758	0.3703508577
1759	0.3703310236
1760	0.3702912629
1761	0.3702469912
1762	0.3702160418
1763	0.3701827404
1764	0.3701222077
1765	0.3701136136
1766	0.3700905857
1767	0.3700520551
1768	0.3700418839
1769	0.3700303672
1770	0.3700171868
1771	0.3700049283
1772	0.3700008965
1773	0.3699736133
1774	0.3699668524
1775	0.3699639053
1776	0.3699460677
1777	0.3699363692
1778	0.3699142223
1779	0.3698906851
1780	0.3698901722
1781	0.3698615652
1782	0.3698576796
1783	0.3698259172
1784	0.3698146044
1785	0.3697867822
1786	0.3697720865
1787	0.3697715824
1788	0.3697511826
1789	0.3697460218
1790	0.3697291014
1791	0.3697248163
1792	0.369701309
1793	0.3696789389
1794	0.3696710907
1795	0.369648178
1796	0.3696078505
1797	0.3695795153
1798	0.3695419173
1799	0.3695207498
1800	0.3694761568
1801	0.3694636764
1802	0.3694389489
1803	0.3694356979
1804	0.3694139581
1805	0.3694000697
1806	0.3693908471
1807	0.3693828153
1808	0.3693639775
1809	0.3693634438
1810	0.3693531137
1811	0.3693174388
1812	0.3693071579
1813	0.3692606937
1814	0.3692604306
1815	0.3692274418
1816	0.3692023116
1817	0.3691712147
1818	0.3691592023
1819	0.369130634
1820	0.369130009
1821	0.3691291253
1822	0.3691032641
1823	0.3690809344
1824	0.369070239
1825	0.369032728
1826	0.3690243486
1827	0.3690040822
1828	0.3689976804
1829	0.3689650877
1830	0.368944104
1831	0.368921488
1832	0.3689115682
1833	0.3688952757
1834	0.3688578688
1835	0.368840439
1836	0.3687971701
1837	0.3687848657
1838	0.3687261466
1839	0.3687150223
1840	0.3686994964
1841	0.3686577613
1842	0.3686457283
1843	0.3685842845
1844	0.3685441979
1845	0.36852554
1846	0.3685103538
1847	0.3684811344
1848	0.3684452091
1849	0.3684363397
1850	0.3684013467
1851	0.3683822629
1852	0.3683660043
1853	0.368343852
1854	0.368305984
1855	0.3682997377
1856	0.368298531
1857	0.3682868391
1858	0.368268781
1859	0.3682163816
1860	0.3681938415
1861	0.3681548233
1862	0.3681456304
1863	0.3680980234
1864	0.3680811115
1865	0.3680627928
1866	0.3680316506
1867	0.3680255089
1868	0.3680228873
1869	0.3679883724
1870	0.3679465395
1871	0.3679274592
1872	0.3679072721
1873	0.3678906103
1874	0.3678836722
1875	0.3678833141
1876	0.3678533051
1877	0.3678328764
1878	0.3678324666
1879	0.3678298085
1880	0.3678222171
1881	0.3677994526
1882	0.3677632874
1883	0.3677275588
1884	0.3676998812
1885	0.3676906249
1886	0.3676902104
1887	0.3676563292
1888	0.3676317178
1889	0.3675847803
1890	0.3675713987
1891	0.367508039
1892	0.3675043921
1893	0.3675041169
1894	0.3674795574
1895	0.3674683323
1896	0.3674537807
1897	0.3674405584
1898	0.367419861
1899	0.3674195898
1900	0.3673904771
1901	0.3673895327
1902	0.3673663484
1903	0.3673405361
1904	0.3673315284
1905	0.3672999536
1906	0.3672605282
1907	0.3672455804
1908	0.367232515
1909	0.3672107193
1910	0.3671772403
1911	0.3671752423
1912	0.3671666726
1913	0.3671386943
1914	0.3671101885
1915	0.367062711
1916	0.3670379197
1917	0.3670122936
1918	0.3669881762
1919	0.3669745908
1920	0.3669555336
1921	0.3669551983
1922	0.3669308767
1923	0.3669220905
1924	0.3668920625
1925	0.3668556373
1926	0.3668354229
1927	0.3668105443
1928	0.366809508
1929	0.3667992039
1930	0.3667731381
1931	0.366770056
1932	0.3667666313
1933	0.3667597312
1934	0.3667597292
1935	0.3667355004
1936	0.3667066113
1937	0.3666940988
1938	0.3666872136
1939	0.3666798615
1940	0.3666408989
1941	0.3666306398
1942	0.3665948294
1943	0.366582505
1944	0.3665812617
1945	0.3665463651
1946	0.3665390138
1947	0.366536659
1948	0.3665117519
1949	0.3664915325
1950	0.3664838228
1951	0.3664752248
1952	0.3664361333
1953	0.3664187159
1954	0.3663928131
1955	0.3663612916
1956	0.3663219035
1957	0.3662876443
1958	0.3662643669
1959	0.3662459351
1960	0.3662169111
1961	0.3662008265
1962	0.3661904231
1963	0.3661607322
1964	0.3661419151
1965	0.3661064681
1966	0.3660586114
1967	0.3660280954
1968	0.3659974767
1969	0.3659967908
1970	0.365988019
1971	0.36597083
1972	0.3659629269
1973	0.3659520785
1974	0.3659493928
1975	0.3659428936
1976	0.3659174469
1977	0.3659141642
1978	0.3659138418
1979	0.3658899026
1980	0.3658505491
1981	0.3658440954
1982	0.365835211
1983	0.3657918909
1984	0.365788835
1985	0.3657794747
1986	0.3657485177
1987	0.3657091914
1988	0.3656650652
1989	0.3656202458
1990	0.3656199761
1991	0.3656102999
1992	0.3655913267
1993	0.3655541476
1994	0.3655321188
1995	0.3655013781
1996	0.3654833499
1997	0.3654722416
1998	0.3654423163
1999	0.3654281909
